local_date,t_max_24,t_min_24,td_mean_24,ws_mean_24,c_mean_24,rh_mean_day,p_max_24,p_min_24
2021-09-03,21.0,15.0,12.75,2.9416666,66.666664,68.715385,1023.0,1019.0
2021-09-04,21.0,15.0,13.26087,1.7347827,75.0,69.49168,1024.0,1019.0
2021-09-05,23.0,14.0,12.375,1.7624998,73.75,64.00768,1024.0,1019.0
2021-09-06,23.0,15.0,12.904762,2.0333333,76.190475,65.86923,1025.0,1020.0
2021-09-07,23.0,14.0,13.291667,1.6374998,73.541664,76.96923,1024.0,1020.0
2021-09-08,25.0,15.0,13.235294,2.3999996,71.47059,64.689995,1024.0,1019.0
2021-09-09,23.0,17.0,13.714286,2.7642858,75.0,67.57,1025.0,1021.0
2021-09-10,22.0,15.0,12.166667,3.1083329,67.708336,63.115376,1026.0,1022.0
2021-09-11,21.0,14.0,10.708333,2.0583332,73.75,62.500004,1026.0,1021.0
2021-09-12,24.0,14.0,11.26087,2.5608695,71.08696,55.31539,1025.0,1020.0
2021-09-13,25.0,15.0,12.086957,2.8565216,72.391304,57.476925,1023.0,1019.0
2021-09-14,26.0,14.0,11.809524,3.1095235,60.714287,58.084614,1024.0,1018.0
2021-09-15,26.0,15.0,12.73913,2.7874997,63.125,55.550003,1024.0,1018.0
2021-09-16,26.0,16.0,13.666667,2.2291665,65.625,60.86923,1023.0,1021.0
2021-09-17,28.0,13.0,13.666667,2.247619,66.190475,58.766663,,
2021-09-18,29.0,15.0,13.142858,3.2857144,73.57143,57.73077,,
2021-09-19,28.0,15.0,8.318182,3.0863633,32.045456,39.03846,1024.0,1018.0
2021-09-20,26.0,12.0,11.086957,2.847826,47.173912,53.292305,1023.0,1018.0
2021-09-21,24.0,14.0,12.608696,2.4391303,70.21739,62.292305,1024.0,1019.0
2021-09-22,26.0,16.0,12.478261,2.8173912,69.347824,55.500004,1025.0,1019.0
2021-09-23,24.0,15.0,12.416667,2.9791667,70.416664,57.984615,1024.0,1018.0
2021-09-24,25.0,15.0,12.434783,3.7391305,75.0,60.50769,1024.0,1019.0
2021-09-25,24.0,15.0,12.473684,2.3631577,75.0,57.65833,1024.0,1019.0
2021-09-26,25.0,17.0,12.133333,4.48,75.0,54.64545,1024.0,1019.0
2021-09-27,28.0,15.0,10.958333,2.4869564,47.291668,48.4,1023.0,1017.0
2021-09-28,28.0,13.0,11.333333,2.9124997,35.208332,48.7923,1023.0,1017.0
2021-09-29,29.0,12.0,10.73913,3.7565215,24.782608,44.030766,1023.0,1015.0
2021-09-30,28.0,17.0,13.583333,3.470833,65.416664,54.538456,1023.0,1017.0
2021-10-01,27.0,17.0,13.416667,3.1208334,67.5,55.569233,1023.0,1016.0
2021-10-02,28.0,15.0,11.625,3.1083333,57.916668,47.761536,1021.0,1016.0
2021-10-03,30.0,15.0,12.652174,2.3913043,45.652172,49.592308,1021.0,1016.0
2021-10-04,28.0,15.0,14.333333,1.1208333,65.0,57.71539,1022.0,1017.0
2021-10-05,29.0,14.0,13.052631,2.2105262,37.36842,56.6,1023.0,1016.0
2021-10-06,28.0,17.0,12.6470585,1.535294,58.52941,48.090908,1022.0,1016.0
2021-10-07,26.0,15.0,13.111111,1.5944444,58.333332,58.566666,1022.0,1017.0
2021-10-08,24.0,16.0,14.846154,1.2307693,75.0,68.32,1021.0,1017.0
2021-10-09,24.0,17.0,14.833333,2.8555555,75.0,69.74545,1023.0,1018.0
2021-10-10,27.0,16.0,14.913043,2.9958332,64.583336,62.20001,1023.0,1017.0
2021-10-11,25.0,16.0,13.565217,2.752174,68.478264,62.825,1023.0,1018.0
2021-10-12,26.0,15.0,10.210526,1.5736841,65.52631,43.338463,1023.0,1018.0
2021-10-13,22.0,15.0,12.625,3.2624998,75.0,60.65834,1023.0,1019.0
2021-10-14,27.0,16.0,12.045455,4.4363637,72.27273,50.941666,1023.0,1018.0
2021-10-15,27.0,17.0,11.772727,5.1863637,63.409092,49.01539,1023.0,1017.0
2021-10-16,28.0,17.0,12.833333,4.7541666,63.18182,50.94615,1021.0,1016.0
2021-10-17,28.0,14.0,13.5,3.2727273,42.272728,57.68333,1021.0,1016.0
2021-10-18,27.0,16.0,13.043478,3.6826086,58.04348,55.56923,1022.0,1016.0
2021-10-19,26.0,17.0,12.666667,4.704167,72.5,56.26923,1023.0,1018.0
2021-10-20,22.0,16.0,14.166667,2.7625,75.0,71.130775,1024.0,1019.0
2021-10-21,24.0,16.0,13.333333,3.4875,67.5,57.961533,1024.0,1019.0
2021-10-22,27.0,15.0,12.619047,3.3476188,70.71429,51.823074,1024.0,1018.0
2021-10-23,28.0,15.0,12.3529415,4.1411767,46.764706,48.533337,1024.0,1019.0
2021-10-24,28.0,17.0,12.523809,4.552381,48.333332,46.930767,1023.0,1018.0
2021-10-25,29.0,17.0,12.157895,5.3421054,64.47369,48.316666,1023.0,1019.0
2021-10-26,27.0,20.0,11.307693,6.515384,55.0,39.27778,1023.0,1019.0
2021-10-27,26.0,16.0,13.833333,4.275,71.666664,58.092308,1024.0,1019.0
2021-10-28,27.0,15.0,10.318182,2.3363636,42.045456,43.05385,1023.0,1017.0
2021-10-29,27.0,16.0,11.75,4.295833,38.125,47.96154,1022.0,1016.0
2021-10-30,25.0,17.0,14.708333,3.9666665,69.166664,69.600006,1022.0,1017.0
2021-10-31,27.0,17.0,13.75,4.4249997,66.666664,57.16923,1024.0,1018.0
2021-11-01,27.0,17.0,12.523809,5.342857,49.761906,48.815388,1022.0,1017.0
2021-11-02,20.0,18.0,14.111111,2.6333332,43.333332,72.7,1021.0,1019.0
2021-11-03,,,,,,,,
2021-11-04,,,,,,,,
2021-11-05,27.0,21.0,11.076923,5.330769,45.76923,39.577774,1023.0,1018.0
2021-11-06,28.0,18.0,12.916667,3.4333334,66.25,56.52308,1022.0,1017.0
2021-11-07,29.0,17.0,10.416667,3.5374997,48.75,42.730766,1021.0,1015.0
2021-11-08,28.0,17.0,9.625,3.1875,35.833332,40.907696,1020.0,1016.0
2021-11-09,28.0,16.0,11.208333,4.895833,41.52174,47.423077,1022.0,1018.0
